200;FECD.  Fondo Ecuatoriano Canadiense
201;FEDA. Fundación Ecuatoriana de Desarrollo Agropecuario
202;FEDECAI Federación de Desarrollo Integral de las Comunidades Afroecuatorianas de Imbabura
203;Federación Awa del Ecuador. FACAE
204;Federación de Barrios de Tena
205;Federación de Centros Awas del Ecuador. FCAE
206;Federación de Centros Chachis de Esmeraldas FECCHE
207;Federación de Comunas Unión de Nativos de la Amazonía Ecuatoriana. FECUNAE
208;Federación de Organizaciones Campesinas de Lago Agrio
209;Federación de Trabajadores Agrícolas Afro de Esmeraldas
210;Federación Indígena Campesina Provincial de Imbabura. FICAPI
211;Federación Nacional de Organizaciones Campesinas
212;FEDES, Fundación de Estudios y Estrategias para el Desarrollo Local Sustentable
213;FENOVI Fundación Ecuatoriana de Rehabilitación y Capacitación de los No Videntes y Deficientes Visuales
214;FENSE Federaciones de la Nacionalidad Siona del Ecuador
215;FEPP Fondo Ecuatoriano Populorum Progressio
216;FOCAISU Federación de Organizaciones Campesinas e Indígenas de Sucumbíos
217;FOCC Federación de Organizaciones Campesinas de Cuyabeno
218;FOISE Federación de Organizaciones Campesinas de Sucumbíos
219;FOSEFOR
220;Frente Afrocultural Borboneño FRENABOR
221;FUDEGLO. Fundación para el Desarrollo de la Legislación Global
222;FUDEMAR. Fundación Ecuatoriana de Estudios Marítimos
223;FUFGO Fundación Fernando Godoy Ortiz
224;FUNASU. Fundación Agropecuaria Sucumbíos
225;"Fundación Acción Comunitaria ""Cristo Peregrino"""
226;Fundación Antisana
227;Fundación Arco Iris
228;Fundación Atahualpa
229;Fundación Bernardino Echeverría
230;Fundación Cayapas
231;Fundación Chimbacucho
232;Fundación Cofán
233;Fundación de Defensa Ecológica
234;Fundación de Desarrollo Socio Cultural de San Lorenzo
235;Fundación Ecológica La Bonita
236;Fundación Ecológica Rumicocha
237;Fundación El Artesón
238;Fundación Equinoccio
239;Fundación Esquel
240;Fundación Félix Estrada de Amparo Social
241;Fundación Frailejón
242;Fundación Génesis
243;Fundación INTERCOOPERATION
244;Fundación Interoceánica del Norte
245;Fundación La Bonita
246;Fundación Manantial
247;Fundación Maquipucuna
248;Fundación Minga
249;Fundación Naturaleza, Sociedad y Desarrollo
250;Fundación ÑAMPAZ
251;Fundación Obra Maestra
252;Fundación Oriente Ecuatoriano
253;Fundación Pan y Sonrisa
254;Fundación para el Desarrollo Comunitario Padre Carlos de la Vega
255;Fundación para el Desarrollo Social y MicroEmpresarial Frontera
256;Fundación Partenaire
257;Fundación Pedro Vicente Maldonado
258;Fundación Río Cayapas
259;Fundación Same
260;Fundación Sinchi Sacha
261;Fundación Tolita Esmeraldas
262;Fundación ZERI. (PNUD)
263;Fundación Zoobreviven
264;FUNDAGRO. Fundación para el desarrollo agropecuario
265;FUNDEAL. Fundación para el Desarrollo Alternativo
266;FUNPAD. Fundación de Promoción y Acción para el Desarrollo
267;Gobernación de Carchi
268;Gobernación de Imbabura
269;Gobernación de Orellana
270;Gobernación de Sucumbíos
271;Gobierno central
272;Grupo de Arrullo, Marimba y Danza, Chigualos Tululbí-Ricaurte
273;GTZ Cooperación Alemana al Desarrollo
274;Iglesia de Sucumbíos ISAMIS
275;INIAP Instituto de Investigaciones Agropecuarias
276;INNER VISION
277;INNFA Instituto Nacional del Niño y la Familia
278;Instituto Pedagógico Intercultural Bilingüe IPIB Ab. Martha Bucaram de Roldós
279;Instituto Técnico Superior Agropecuario Alfonso Herrera
280;ITTO International Tropical Timber Organization
281;Jefatura Política del Cantón Ibarra
282;Junta de aguas de Acequia La Victoria
283;Junta de Regantes de la Acequia Pastora Alomia
284;Junta de Regantes de Pimampiro
286;Junta Parroquial de Ambuquí
287;Junta Parroquial de Borbón
288;Junta Parroquial de Chical
289;Junta Parroquial de Chitán de Navarretes
290;Junta Parroquial de Chontapunta
291;Junta Parroquial de Dureno
292;Junta Parroquial de Eugenio Espejo-San Luis
293;Junta Parroquial de González Suárez
294;Junta Parroquial de Gonzalo Pizarro
295;Junta Parroquial de Limoncocha
296;Junta Parroquial de Lita
297;Junta Parroquial de Montalvo
298;Junta parroquial de Monteolivo
299;Junta Parroquial de Pioter
300;Junta Parroquial de Salinas
301;Junta Parroquial de San Antonio de Ibarra
302;Junta Parroquial de San Francisco de Natabuela
303;Junta Parroquial de San Pablo de Ushpayacu
304;Junta Parroquial de San Vicente de Pusir
305;Junta Parroquial de Tálag
306;Junta Parroquial de Tonchigüe
307;Junta Parroquial del Playón de San Francisco
308;Laboratorio Labsu
309;MCCH. Fundación Maquita Cushunchic
310;Mibarsa S.A.
311;Ministerio de Agricultura y Ganadería
312;Ministerio de Bienestar Social
313;Ministerio de Desarrollo Urbano y Vivienda
314;Ministerio de Educación, Cultura, Deportes y Recreación
315;Ministerio de Energía y Minas
316;Ministerio de Industria, Comercio, Integración y Pesca
317;Ministerio de Obras Públicas y Comunicaciones
318;Ministerio de Relaciones Exteriores
319;Ministerio de Salud Pública
320;Ministerio del Ambiente
321;Municipio de Aguarico
322;Municipio de Antonio Ante
323;Municipio de Archidona
324;Municipio de Atacames
325;Municipio de Bolívar
326;Municipio de Carlos Julio Arosemena Tola
327;Municipio de Cascales
328;Municipio de Cotacachi
329;Municipio de Cuyabeno
330;Municipio de El Chaco
331;Municipio de Eloy Alfaro
332;Municipio de Esmeraldas
333;Municipio de Espejo
334;Municipio de Gonzalo Pizarro
335;Municipio de Huaca
336;Municipio de Ibarra
337;Municipio de La Joya de los Sachas
338;Municipio de Lago Agrio
339;Municipio de Loreto
340;Municipio de Mira
341;Municipio de Montúfar
342;Municipio de Orellana
343;Municipio de Otavalo
344;Municipio de Pimampiro
345;Municipio de Putumayo
346;Municipio de Quijos
347;Municipio de Quinindé
348;Municipio de Rioverde
349;Municipio de San Lorenzo
350;Municipio de Shushufindi
351;Municipio de Sucumbíos
352;Municipio de Tena
353;Municipio de Tulcán
354;Municipio de Urcuquí
355;Municipios de las provincias fronterizas
356;ODEPLAN. Oficina de Planificación. Presidencia de la República
357;OEA-CICAD
358;OIM
359;Organización de la Nacionalidad Epera del Ecuador
360;Organización de la Nacionalidad Indígena Siona del Ecuador ONISE
361;Organización de Mujeres 26 de octubre
362;Organización de Participación Social de Mujeres 28 de octubre
363;Organización Panamericana de la Salud
364;PESAE Programa Especial de Seguridad Alimentaria del Ecuador
365;PETROECUADOR
366;PNUD. Programa de las Naciones Unidas para el Desarrollo del Ecuador
367;PRAGUAS
368;Prefederación de negros de la Provincia de Orellana para el Desarrollo Social e Integral
369;PROBONA. Programa Regional de Bosques Nativos Andinos
370;PRODEPINE Programa de Desarrollo de los Puelos Indígenas y Negros del Ecuador
371;Programa Mundial de Alimentos PMA
372;PROMSA
373;Proyect Hope Ecuador
374;Proyecto Gran Sumaco
375;Red para el Manejo Comunitario de Recursos Naturales MACRENA
376;Reino de Bélgica
377;RICANCIE. Red Indígena de las Comunidades del Alto Napo para la Convivencia Intercultural y el Ecoturismo
378;SAGACOMEX CIA. LTDA
379;Seguro Social Campesino
380;Sociedad Agrícola AVIAG
381;Sociedad Civil y Comercial Transportadora y Comercializadora de Lácteos Julio Andrade
382;TECPECUADOR
383;Tenencia Política de Taracoa
384;UDENOR Unidad de Desarrollo Norte
385;UNESCO
386;Unidad Coordinadora para el Desarrollo Forestal Sostenible de la Provincia de Esmeraldas
387;Unidad Educativa Fiscal SEC
388;Unión Agro Artesanal
389;Unión de Asociaciones de Participación Social por la Justicia del Cantón San Lorenzo
390;Unión de Organizaciones y Comunidades Indígenas de Angochagua
391;Unión Provincial de Cooperativas de Producción Pesqueras y Artesanales de Esmeraldas UPROCOOPES
392;Universidad Autónoma de Quito
393;Universidad Central del Ecuador
394;Universidad Técnica de Esmeraldas Luis Vargas Torres
395;Universidad Técnica de Munich
396;Universidad Técnica del Norte
397;USAID
398;Vicariato Apostólico de Aguarico
399;Vicariato Apostólico de Esmeraldas
400;Visión Mundial
;
